Abnormal
-0.043945
-0.056152
0.005859
-0.044678
-0.054443
-0.025391
-0.069824
-0.044434
-0.010986
-0.05542
-0.048828
-0.021973
-0.016846
-0.022949
-0.054199
-0.030762
-0.043701
-0.037842
-0.027832
-0.052002
-0.016357
-0.04834
-0.047607
-0.05542
-0.027344
-0.037842
-0.05127
-0.046631
-0.033691
-0.068848
-0.033447
-0.015686
-0.016357
-0.060303
-0.024658
-0.039795
-0.066895
-0.031738
-0.030273
-0.047852
-0.008057
-0.031494
-0.038574
-0.019958
-0.010254
0.000244
-0.026123
-0.037598
-0.042969
-0.042236
-0.045166
-0.042725
-0.050049
-0.029785
-0.047363
-0.046631
-0.002686
-0.036377
-0.054932
-0.017334
-0.045898
-0.050049
-0.015686
-0.019287
-0.077393
-0.044189
-0.024414
-0.053223
-0.050537
-0.042725
-0.05249
-0.046936
-0.051758
-0.06543
-0.045654
-0.041992
-0.051025
-0.049805
-0.043945
-0.018799
-0.010498
-0.017578
-0.031006
-0.016602
-0.065186
-0.044922
-0.036621
-0.047363
-0.022949
-0.037109
-0.008545
-0.060303
-0.025391
-0.062012
-0.031006
-0.022949
-0.051514
-0.030762
-0.025879
-0.041504
-0.032227
-0.0271
-0.034668
-0.03833
-0.079102
-0.02002
-0.038574
0.007324
-0.004883
-0.068115
-0.067627
-0.007812
-0.057861
-0.046936
-0.005127
-0.061768
-0.025146
-0.000244
-0.05835
-0.032715
-0.022461
-0.01709
-0.04834
-0.057617
-0.044434
-0.078186
-0.022461
-0.010498
-0.049805
-0.020752
0.003906
-0.029053
-0.047607
-0.043701
-0.041504
-0.044678
0.015564
-0.033691
-0.022949
-0.040283
-0.037842
-0.033447
-0.035156
-0.051758
-0.008057
-0.057861
-0.056152
-0.019775
-0.043457
-0.052246
-0.033203
-0.072754
-0.060791
0.009521
-0.04126
-0.034424
-0.031982
-0.029785
-0.036133
-0.046875
-0.050537
-0.015869
-0.043457
-0.028564
-0.001709
-0.043213
-0.056641
-0.02417
-0.054443
-0.054199
-0.016357
-0.024414
-0.051025
-0.030029
-0.036133
-0.001709
-0.032471
-0.011719
-0.05835
-0.01709
-0.055176
-0.009521
-0.046936
-0.020996
-0.03125
-0.046387
-0.060791
-0.010498
0.01416
-0.092773
-0.042725
-0.023926
-0.015625
-0.043457
-0.022705
-0.041748
-0.05835
-0.026123
-0.061279
-0.021973
-0.030029
-0.016846
-0.0354
-0.043457
-0.031494
-0.043701
-0.070068
-0.059814
-0.076416
-0.025391
-0.028564
-0.067383
-0.021484
-0.02124
-0.025391
-0.040771
-0.060303
-0.016602
-0.00293
-0.055176
-0.020508
-0.0271
-0.033447
-0.016113
-0.047363
-0.05957
-0.017822
-0.054443
-0.058594
-0.048828
-0.035156
-0.064697
-0.038086
-0.007568
-0.036133
-0.033936
-0.006836
-0.139648
-0.031311
-0.093262
-0.018066
-0.039551
-0.029053
-0.005127
-0.137695
-0.035645
-0.061279
-0.051758
-0.00415
-0.047363
-0.041748
-0.029785
-0.109436
-0.035645
-0.004883
-0.050049
-0.038818
-0.044678
-0.022949
-0.041992
-0.077393
-0.041992
-0.04126
-0.075684
-0.059082
-0.020264
-0.050537
-0.053955
-0.011475
-0.036133
-0.05835
-0.051758
-0.038086
-0.02832
-0.044434
-0.028809
-0.052734
-0.062012
-0.062744
-0.036377
-0.02832
-0.036133
-0.02124
-0.009521
-0.010986
-0.069336
-0.003418
-0.058838
-0.015625
0.023193
-0.041504
-0.00293
-0.108398
-0.010986
-0.063721
-0.027344
-0.033447
-0.04834
-0.015686
-0.060791
-0.023438
-0.031494
-0.033203
-0.060303
-0.026611
-0.02002
-0.027344
-0.048096
-0.075439
0.007324
-0.097412
-0.050537
-0.062561
-0.012451
-0.037109
-0.019043
-0.043701
-0.053711
-0.051514
-0.017578
-0.056396
-0.00708
-0.022949
-0.062561
-0.058105
-0.02832
-0.046387
-0.056396
-0.000977
-0.029785
-0.03833
-0.034668
-0.015869
0.025391
-0.02124
-0.015381
-0.049561
-0.045654
-0.035645
-0.011963
-0.05542
-0.056641
-0.0271
-0.057617
-0.071777
0.007568
-0.051514
-0.040771
-0.016846
-0.04541
-0.06543
-0.000244
-0.007324
-0.022461
-0.028809
-0.025391
-0.073242
-0.032654
-0.060059
-0.029053
-0.075684
-0.055664
-0.034668
-0.015686
-0.04248
-0.024414
-0.045898
-0.04541
-0.034424
-0.026367
-0.051025
-0.016113
-0.081055
-0.07251
-0.07373
-0.031738
-0.060547
-0.055176
-0.042969
-0.008789
-0.052002
-0.030762
-0.015869
-0.049561
-0.027832
-0.048584
-0.047119
-0.033447
-0.041504
-0.008057
-0.016113
-0.061523
-0.049072
-0.020996
-0.011475
-0.032959
-0.055908
-0.047852
-0.063965
-0.046387
-0.039551
-0.052734
-0.026611
-0.044189
-0.05249
-0.042969
-0.04126
-0.050781
-0.032715
-0.051758
0.008789
-0.03833
-0.050781
-0.023438
-0.045654
-0.016602
-0.052246
-0.031311
-0.041504
-0.129883
-0.048096
-0.033936
-0.055908
-0.069031
-0.042236
-0.02417
-0.018799
-0.05542
-0.037842
-0.043701
-0.038086
-0.018555
-0.067871
-0.03418
-0.002441
-0.053223
-0.038574
-0.024658
-0.066895
-0.023682
-0.038574
-0.040771
-0.012695
-0.062012
-0.048096
-0.043457
-0.031982
-0.020264
-0.016113
-0.007812
-0.053711
-0.027344
-0.010254
-0.015381
-0.014893
-0.049316
-0.013428
-0.030273
-0.02124
-0.043945
-0.0271
-0.051025
-0.045166
-0.003662
-0.050781
-0.01123
-0.043701
-0.022461
-0.038818
-0.033936
-0.051514
-0.032959
-0.041992
-0.047852
-0.043213
-0.027588
-0.047119
-0.039551
-0.033691
-0.021973
-0.008789
-0.064209
-0.031311
-0.092773
-0.024902
-0.023926
-0.046631
-0.048096
-0.002441
-0.052734
-0.011475
-0.05127
-0.032227
-0.033203
-0.033447
-0.029785
-0.037842
-0.037598
-0.05249
-0.01709
-0.021973
-0.078125
